# No. res, res sizes (min), (max), echo values (min), (max), spectral values (min), (max), weightin (min), (max), dimsrec (min), (max), reg., NRMSE (mean), (std)
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-04,1.0646,3.029147e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-06,1.4209,8.010025e-02
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-02,1.1762,2.624919e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-04,1.1062,1.867117e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-06,1.1177,1.750089e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-02,1.3565,9.642420e-02
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-04,1.1095,2.775940e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-06,33334.0208,4.713997e+04
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-02,0.9290,1.119062e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-04,0.9329,6.650623e-02
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-06,5.8479,6.593642e+00
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-02,1.4734,1.457500e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-04,0.9040,3.558191e-02
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-06,1.2285,2.427403e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-02,1.0732,2.968752e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-04,1.0079,2.110752e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-06,1.2990,3.011656e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-02,0.7956,1.046992e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-04,0.9832,3.067586e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-06,33334.2530,4.713980e+04
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-02,0.8818,6.332193e-02
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-04,1.0279,2.105688e-01
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-06,1.1857,6.578337e-02
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-02,1.3353,7.297418e-02
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-04,0.8956,3.496471e-01
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-06,1.3470,1.263169e-01
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-02,0.9999,8.756959e-02
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-04,1.0526,2.528294e-01
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-06,1.4929,1.327169e-01
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-02,1.1529,3.257305e-01
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-04,0.7023,6.710940e-02
8,100,500,0.850,0.100,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-06,1.2228,1.809527e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,1.00e-02,0.4601,1.939327e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,1.00e-04,0.4890,5.030461e-02
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,1.00e-06,0.2837,1.503815e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,1.00e-02,0.8484,2.947539e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,1.00e-04,0.6244,1.221136e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,1.00e-06,0.6599,2.759463e-02
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,1.00e-02,0.6364,5.810083e-02
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,1.00e-04,0.2699,1.545595e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,1.00e-06,0.2341,1.504515e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,1.00e-02,0.5181,1.711097e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,1.00e-04,0.5753,3.410536e-02
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,1.00e-06,0.6258,3.163240e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,1.00e-02,0.6234,1.544735e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,1.00e-04,0.4785,1.308592e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,1.00e-06,0.5568,3.936600e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,100.000,10.000,1.00e-02,0.9875,9.038693e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,100.000,10.000,1.00e-04,0.6346,8.649272e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,100.000,10.000,1.00e-06,0.5143,7.807929e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,1.00e-02,0.4778,3.215137e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,1.00e-04,0.4477,1.213116e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,1.00e-06,0.2826,9.771840e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,1.00e-02,0.7476,1.320550e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,1.00e-04,0.5366,1.050378e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,1.00e-06,0.5649,4.148065e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,60.000,60.000,1.00e-02,0.5479,2.825982e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,60.000,60.000,1.00e-04,0.4504,1.643291e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,60.000,60.000,1.00e-06,0.5687,5.854519e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-02,0.7554,4.640826e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-04,0.8381,2.549671e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-06,0.6910,9.660524e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-02,0.6551,5.415288e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-04,0.4958,5.719902e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-06,0.5061,1.523301e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-02,0.7314,1.474571e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-04,0.3882,1.802828e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-06,0.5236,8.963868e-02
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-02,0.5706,9.306801e-02
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-04,0.4339,1.189998e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-06,0.3942,2.310598e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-02,0.7382,1.530912e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-04,0.8017,1.019554e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-06,0.5725,7.244946e-02
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-02,0.5373,3.319879e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-04,0.4412,2.097949e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-06,0.5536,3.565944e-02
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-02,0.6154,1.838907e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-04,0.4936,1.615095e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-06,0.4838,9.633464e-02
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-02,0.6376,1.697338e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-04,0.4117,1.073905e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-06,0.4896,1.334333e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-02,0.5764,1.303974e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-04,0.9413,1.628622e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-06,0.5815,1.703703e-02
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-02,0.5107,2.735580e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-04,0.2711,1.346120e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-06,0.2171,1.731946e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-02,0.6321,1.472543e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-04,0.6967,1.062321e-01
8,100,500,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-06,0.5082,1.036276e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,60.000,60.000,1.00e-02,1.2730,1.009868e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,60.000,60.000,1.00e-04,0.6664,1.517375e-02
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,60.000,60.000,1.00e-06,0.9199,1.988203e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,100.000,10.000,1.00e-02,0.9140,2.058875e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,100.000,10.000,1.00e-04,0.8263,7.202294e-02
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,100.000,10.000,1.00e-06,0.8113,1.047782e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,10.000,100.000,1.00e-02,1.1331,4.010046e-02
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,10.000,100.000,1.00e-04,1.0451,9.228295e-02
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,10.000,100.000,1.00e-06,0.7898,2.412467e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,30.000,80.000,1.00e-02,1.1244,8.767625e-02
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,30.000,80.000,1.00e-04,0.7445,8.163425e-02
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,30.000,80.000,1.00e-06,0.7461,3.630231e-02
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,60.000,60.000,1.00e-02,1.0954,1.582551e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,60.000,60.000,1.00e-04,0.7971,1.971131e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,60.000,60.000,1.00e-06,0.8931,3.053027e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,100.000,10.000,1.00e-02,1.2667,1.087171e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,100.000,10.000,1.00e-04,0.7306,2.105645e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,100.000,10.000,1.00e-06,0.7657,2.691778e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,10.000,100.000,1.00e-02,0.8822,2.631520e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,10.000,100.000,1.00e-04,0.8113,5.743914e-02
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,10.000,100.000,1.00e-06,0.7631,7.687209e-02
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,30.000,80.000,1.00e-02,1.0024,7.157931e-02
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,30.000,80.000,1.00e-04,0.8235,1.249665e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,30.000,80.000,1.00e-06,0.7752,8.684990e-02
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,60.000,60.000,1.00e-02,1.1877,1.195904e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,60.000,60.000,1.00e-04,0.6040,1.154150e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,60.000,60.000,1.00e-06,0.8964,7.492644e-02
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-02,0.9613,1.286545e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-04,0.6781,2.718159e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-06,0.9443,2.430011e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-02,1.1819,9.525677e-02
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-04,1.0649,1.387266e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-06,0.7434,9.925131e-02
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-02,1.1647,4.193258e-02
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-04,0.5996,1.147536e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-06,0.8544,3.282609e-02
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-02,1.0669,1.274329e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-04,0.7924,4.807621e-02
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-06,0.8826,7.817914e-02
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-02,0.9869,1.407557e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-04,0.5341,1.103680e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-06,0.7866,2.237796e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-02,1.0802,1.027693e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-04,0.5958,4.154750e-02
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-06,0.7701,2.724269e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-02,1.1575,4.531601e-02
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-04,0.6230,1.313449e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-06,0.7487,1.555931e-01
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-02,0.9894,1.877455e-01
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-04,0.7366,3.886195e-02
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-06,1.0035,2.910917e-01
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-02,1.1797,5.774595e-02
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-04,0.6862,2.531552e-02
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-06,0.9378,1.852493e-01
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-02,1.0055,2.685569e-01
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-04,0.6684,1.490957e-01
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-06,0.7447,2.060058e-02
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-02,1.0511,9.138512e-02
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-04,0.8661,1.346011e-02
8,100,500,0.100,0.800,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-06,0.7551,2.583952e-02
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,60.000,60.000,1.00e-02,1.2403,2.883099e-02
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,60.000,60.000,1.00e-04,0.8827,1.343853e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,60.000,60.000,1.00e-06,0.9644,1.612779e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,100.000,10.000,1.00e-02,1.1656,1.337853e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,100.000,10.000,1.00e-04,0.8467,2.921348e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,100.000,10.000,1.00e-06,0.8495,2.455077e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,10.000,100.000,1.00e-02,1.0677,1.147231e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,10.000,100.000,1.00e-04,0.7479,1.591485e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,10.000,100.000,1.00e-06,0.7215,1.160961e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,30.000,80.000,1.00e-02,1.2249,7.984456e-02
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,30.000,80.000,1.00e-04,0.7261,9.953807e-03
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,30.000,80.000,1.00e-06,0.6207,1.331524e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,60.000,60.000,1.00e-02,1.2212,1.329205e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,60.000,60.000,1.00e-04,0.5600,1.436074e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,60.000,60.000,1.00e-06,0.6584,1.244209e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,100.000,10.000,1.00e-02,1.3501,5.647345e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,100.000,10.000,1.00e-04,0.8391,2.212796e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,100.000,10.000,1.00e-06,0.8789,2.665528e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,10.000,100.000,1.00e-02,0.8282,1.064944e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,10.000,100.000,1.00e-04,0.9699,5.706222e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,10.000,100.000,1.00e-06,1.0360,2.135868e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,30.000,80.000,1.00e-02,1.2628,7.166666e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,30.000,80.000,1.00e-04,0.5337,1.763010e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,30.000,80.000,1.00e-06,0.6191,1.083623e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,60.000,60.000,1.00e-02,1.1811,1.143823e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,60.000,60.000,1.00e-04,0.7640,2.223889e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,60.000,60.000,1.00e-06,0.6777,3.359099e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-02,1.2862,7.831263e-02
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-04,0.8757,1.813690e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,100.000,10.000,1.00e-06,0.9005,6.214293e-02
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-02,1.0033,1.975179e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-04,0.9045,5.034406e-02
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,10.000,100.000,1.00e-06,0.9129,1.040147e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-02,0.8855,1.967115e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-04,0.7506,2.021941e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,30.000,80.000,1.00e-06,0.7338,1.645562e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-02,1.0799,1.587740e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-04,0.7220,1.335128e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,60.000,60.000,1.00e-06,0.6126,1.688608e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-02,1.0874,1.531476e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-04,0.7599,2.522175e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,100.000,10.000,1.00e-06,0.8943,6.951273e-02
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-02,1.0990,1.246026e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-04,0.8464,9.324827e-02
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,10.000,100.000,1.00e-06,0.4546,2.101600e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-02,1.2377,1.110372e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-04,0.8052,6.690473e-02
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,30.000,80.000,1.00e-06,0.6930,1.358417e-02
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-02,1.1891,2.562489e-01
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-04,0.5646,8.172463e-02
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,60.000,60.000,1.00e-06,0.6491,1.023982e-01
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-02,1.3595,7.457417e-02
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-04,0.9591,1.901759e-01
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,100.000,10.000,1.00e-06,0.8038,2.033693e-01
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-02,1.2813,1.235925e-01
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-04,0.6191,1.861580e-01
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,10.000,100.000,1.00e-06,0.7715,2.130983e-02
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-02,1.0814,2.525091e-01
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-04,0.6589,7.059417e-02
8,100,500,0.400,0.400,1.000,0.700,1.000,0.500,30.000,80.000,1.00e-06,0.8803,1.145329e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-02,1.1124,2.640699e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-04,1.0290,5.434963e-02
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-06,1.1514,2.044303e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-02,1.0674,2.785708e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-04,33334.0746,4.713993e+04
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-06,66667.1759,4.713973e+04
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-02,0.8964,1.138900e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-04,0.9690,7.884825e-02
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-06,1.3579,3.724005e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-02,1.4751,2.543823e-03
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-04,1.1637,3.371522e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-06,1.0938,1.930303e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-02,1.1705,2.276824e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-04,0.9677,3.208226e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-06,0.8193,7.529034e-02
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-02,1.3690,1.076467e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-04,1.4909,6.298377e-02
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-06,1.3204,3.091672e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-02,1.0618,1.862196e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-04,0.9235,3.281713e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-06,1.2133,1.654660e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-02,1.1943,3.184342e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-04,0.8523,9.011945e-02
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-06,1.0678,2.623499e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-02,0.8890,2.446266e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-04,0.8612,1.251303e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-06,1.2016,1.726614e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-02,1.0825,3.449669e-01
